defense_system_protein_id,defense_system_cluster_id,cluster_id,protein_id,evalue,cluFlag
A0A062GSQ6,A0A7S4UXI5,A0A3P6ULC1,A0A0A0YRK1,5.612E-01,1
A0A062GSQ6,A0A7S4UXI5,A0A3Q0KIA2,Q12873,3.402E-07,1
A0A062GSQ6,A0A7S4UXI5,A0A3Q0KIA2,Q14839,3.402E-07,1
A0A062GSQ6,A0A7S4UXI5,A0A3Q0KIA2,Q8TDI0,3.402E-07,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,A0A024R8W0,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,A0A0U4B4U6,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,A8K088,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,A8K7F6,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,B2R858,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,B4DHI6,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,B4DS24,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,F6QDS0,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,H3BQK0,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,I3L0H8,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,I3L3H2,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,J3QL17,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,P26196,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,P38919,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,P60842,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,Q14240,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,Q2NL95,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,Q53G16,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,Q7Z4W5,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,Q9HBZ9,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,Q9NUU7,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A422PF95,Q9UMR2,5.319E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A448QVN8,B4DP52,1.372E-02,1
A0A062GSQ6,A0A7S4UXI5,A0A453PNH0,Q6I7N8,8.528E-08,1
A0A062GSQ6,A0A7S4UXI5,A0A486R853,B3KVX2,4.048E-02,2
A0A062GSQ6,A0A7S4UXI5,A0A4D8YEM3,B4E047,2.343E-01,1
A0A062GSQ6,A0A7S4UXI5,A0A4W4FY36,B4DLX7,6.407E-02,2
A0A062GSQ6,A0A7S4UXI5,A0A4W5N4R5,A0A2R8Y7T2,3.024E-04,1
A0A062GSQ6,A0A7S4UXI5,A0A4W5N4R5,A0A2R8YDT5,3.024E-04,1
A0A062GSQ6,A0A7S4UXI5,A0A4W5N4R5,B4DN41,3.024E-04,1
A0A062GSQ6,A0A7S4UXI5,A0A4W5N4R5,B5BUE6,3.024E-04,1
A0A062GSQ6,A0A7S4UXI5,A0A4W5N4R5,J3KTA4,3.024E-04,1
A0A062GSQ6,A0A7S4UXI5,A0A4W5N4R5,P17844,3.024E-04,1
A0A062GSQ6,A0A7S4UXI5,A0A4W5N4R5,Q9H4E3,3.024E-04,2
A0A062GSQ6,A0A7S4UXI5,A0A5B0Q3W7,B4DLC6,8.151E-08,2
A0A062GSQ6,A0A7S4UXI5,A0A673JB82,Q9NZE6,2.603E-05,1
A0A062GSQ6,A0A7S4UXI5,A0A6A3CZD7,J3KTB5,1.633E-04,1
A0A062GSQ6,A0A7S4UXI5,A0A6A3CZD7,J3QL43,1.633E-04,1
A0A062GSQ6,A0A7S4UXI5,A0A6A4WFL0,H7C5K0,3.024E-11,1
A0A062GSQ6,A0A7S4UXI5,A0A6G1RRC8,A6PVI4,2.890E-01,1
A0A062GSQ6,A0A7S4UXI5,A0A6J0WCR8,B7Z611,7.353E-08,3
A0A062GSQ6,A0A7S4UXI5,A0A6J0WCR8,Q8IYB8,7.353E-08,1
A0A062GSQ6,A0A7S4UXI5,A0A6J3H4K3,A0A0A0MRH8,2.381E-09,1
A0A062GSQ6,A0A7S4UXI5,A0A6P4LSD1,F5GXV8,5.200E-01,1
A0A062GSQ6,A0A7S4UXI5,A0A6P4LSD1,Q59EQ8,5.200E-01,1
A0A062GSQ6,A0A7S4UXI5,A0A7J8BD46,A0A494C179,8.452E-06,2
A0A062GSQ6,A0A7S4UXI5,A0A7S4UXI5,B3KX98,0.000E+00,2
A0A062GSQ6,A0A7S4UXI5,A0A7V5L414,J3QKZ9,8.555E-01,1
A0A062GSQ6,A0A7S4UXI5,A0A7X7C2C1,Q69YT6,5.147E-06,1
A0A062GSQ6,A0A7S4UXI5,A0A7Y2U7D2,B7Z8C1,7.391E-03,3
A0A062GSQ6,A0A7S4UXI5,A0A803N474,Q9NW36,8.660E-10,2
A0A062GSQ6,A0A7S4UXI5,A0A821B6T2,Q53TP4,1.186E-02,1
A0A062GSQ6,A0A7S4UXI5,A0A821CZI5,E9PMW5,6.907E-03,1
A0A062GSQ6,A0A7S4UXI5,A0A821K999,C9J0Q4,9.370E-01,1
A0A062GSQ6,A0A7S4UXI5,A0A845ESX0,H7C452,6.019E-06,1
A0A062GSQ6,A0A7S4UXI5,A0A845ESX0,Q59FR7,6.019E-06,1
A0A062GSQ6,A0A7S4UXI5,A7S4P7,Q6P1N0,6.508E-01,2
A0A062GSQ6,A0A7S4UXI5,A9VEH2,Q96B07,2.549E-05,1
A0A062GSQ6,A0A7S4UXI5,H0EHT0,A0A0D9SF92,8.452E-05,3
A0A062GSQ6,A0A7S4UXI5,J9ISS4,E9PGW9,8.351E-01,1
A0A062GSQ6,A0A7S4UXI5,M4CKZ5,B4DLS6,3.045E-06,1
A0A062GSQ6,A0A7S4UXI5,V6LBC5,E7EVE9,3.870E-01,1
A0A077DCU7,A0A077DCU7,A0A0L0CQ30,A2A3G9,3.283E-01,1
A0A077DCU7,A0A077DCU7,A0A5J4Y4C2,A0A7P0T9E2,2.346E-01,1
A0A077DCU7,A0A077DCU7,A0A5J4Y4C2,A0A7P0TAJ1,2.346E-01,1
A0A077DCU7,A0A077DCU7,A0A5J4Y4C2,H0YJE6,2.346E-01,1
A0A077DCU7,A0A077DCU7,A0A5J4Y4C2,Q8WX82,2.346E-01,1
A0A077DCU7,A0A077DCU7,H2NP57,B7ZKY4,1.585E-01,1
A0A077DG38,Q0I2A0,,,,
A0A089LLM9,A0A6H9KKM3,A0A2V0P5W9,B7Z2W3,8.118E-01,2
A0A089LLM9,A0A6H9KKM3,A0A368GET4,B4E1Z9,9.135E-01,1
A0A089LLM9,A0A6H9KKM3,A0A368GET4,B7ZAA5,9.135E-01,1
A0A089LLM9,A0A6H9KKM3,A0A368GET4,H0YLI2,9.135E-01,3
A0A089LLM9,A0A6H9KKM3,A0A6A3F190,A0A2R8Y7I1,4.853E-01,2
A0A089LNJ8,Q1PZJ0,,,,
A0A0A7EGC4,A0A101WRB2,A0A084VX50,A0A0A0MT12,1.005E-03,1
A0A0A7EGC4,A0A101WRB2,A0A084VX50,F6S4E6,1.005E-03,3
A0A0A7EGC4,A0A101WRB2,A0A084VX50,F6TRA5,1.005E-03,1
A0A0A7EGC4,A0A101WRB2,A0A084VX50,K7EQN7,1.005E-03,1
A0A0A7EGC4,A0A101WRB2,A0A091NC62,A0A087WVW5,4.538E-03,1
A0A0A7EGC4,A0A101WRB2,A0A0C9TXH5,Q9NPP9,1.519E-12,3
A0A0A7EGC4,A0A101WRB2,A0A0D0B8K2,Q4W5H1,4.655E-14,3
A0A0A7EGC4,A0A101WRB2,A0A0N4VAD5,Q59F56,7.648E-01,3
A0A0A7EGC4,A0A101WRB2,A0A132A8G4,A0A087WZ71,3.956E-07,1
A0A0A7EGC4,A0A101WRB2,A0A132A8G4,A0A087X2G1,3.956E-07,1
A0A0A7EGC4,A0A101WRB2,A0A132A8G4,A0A7I2V2M5,3.956E-07,1
A0A0A7EGC4,A0A101WRB2,A0A132A8G4,A0A7I2V430,3.956E-07,1
A0A0A7EGC4,A0A101WRB2,A0A132A8G4,A0A7I2V4F0,3.956E-07,1
A0A0A7EGC4,A0A101WRB2,A0A132A8G4,A0A7I2YQ77,3.956E-07,1
A0A0A7EGC4,A0A101WRB2,A0A132A8G4,A3RJH1,3.956E-07,1
A0A0A7EGC4,A0A101WRB2,A0A132A8G4,F1T0B3,3.956E-07,1
A0A0A7EGC4,A0A101WRB2,A0A132A8G4,Q92499,3.956E-07,1
A0A0A7EGC4,A0A101WRB2,A0A152A4U6,F8WCT9,1.127E-28,1
A0A0A7EGC4,A0A101WRB2,A0A165ETK5,Q9H0A0,4.557E-02,1
A0A0A7EGC4,A0A101WRB2,A0A183U301,B4DL69,7.366E-07,1
A0A0A7EGC4,A0A101WRB2,A0A183U301,Q59FQ9,7.366E-07,1
A0A0A7EGC4,A0A101WRB2,A0A183U301,Q68DY7,7.366E-07,2
A0A0A7EGC4,A0A101WRB2,A0A1B0A549,A0A024RBS0,1.964E-09,1
A0A0A7EGC4,A0A101WRB2,A0A1B0A549,A0A384N652,1.964E-09,1
A0A0A7EGC4,A0A101WRB2,A0A1B0A549,F5H5U2,1.964E-09,1
A0A0A7EGC4,A0A101WRB2,A0A1B0A549,Q8NHQ9,1.964E-09,1
A0A0A7EGC4,A0A101WRB2,A0A1D2AEE3,A0A2R8YDW2,2.770E-18,1
A0A0A7EGC4,A0A101WRB2,A0A1G3P2F3,B4DPN5,1.555E-20,1
A0A0A7EGC4,A0A101WRB2,A0A1G3P2F3,Q59HB6,1.555E-20,1
A0A0A7EGC4,A0A101WRB2,A0A1G3P2F3,Q8N6J1,1.555E-20,1
A0A0A7EGC4,A0A101WRB2,A0A1G3P2F3,Q9UF71,1.555E-20,1
A0A0A7EGC4,A0A101WRB2,A0A1I7XLH3,B2RD71,4.086E-02,1
A0A0A7EGC4,A0A101WRB2,A0A1I7XLH3,Q7L7V1,4.086E-02,1
A0A0A7EGC4,A0A101WRB2,A0A1N6LWM0,Q4ZG72,1.307E-10,1
A0A0A7EGC4,A0A101WRB2,A0A1Q9FIR0,K7EMZ5,2.601E-01,3
A0A0A7EGC4,A0A101WRB2,A0A1Y3BP27,B4DP70,4.663E-07,3
A0A0A7EGC4,A0A101WRB2,A0A2E6RRB4,Q5JPI9,2.498E-01,1
A0A0A7EGC4,A0A101WRB2,A0A2N2EVK4,Q5QPE8,1.091E-01,1
A0A0A7EGC4,A0A101WRB2,A0A2R5GGT7,A0A0A0MSH9,1.684E-17,1
A0A0A7EGC4,A0A101WRB2,A0A2R5GGT7,A0A494C1P7,1.684E-17,1
A0A0A7EGC4,A0A101WRB2,A0A2R5GGT7,Q86WJ1,1.684E-17,1
A0A0A7EGC4,A0A101WRB2,A0A2R5GGT7,X5D2E5,1.684E-17,1
A0A0A7EGC4,A0A101WRB2,A0A2S9XB55,Q53G15,2.412E-04,1
A0A0A7EGC4,A0A101WRB2,A0A2V2KXY9,F6T542,4.433E-05,1
A0A0A7EGC4,A0A101WRB2,A0A2V2W121,Q8IY37,5.258E-01,1
A0A0A7EGC4,A0A101WRB2,A0A2W5SQR9,B4DED6,5.230E-09,1
A0A0A7EGC4,A0A101WRB2,A0A2W5SQR9,K0J110,5.230E-09,1
A0A0A7EGC4,A0A101WRB2,A0A2X0MI13,B7ZBU3,8.398E-04,1
A0A0A7EGC4,A0A101WRB2,A0A2X0MI13,Q5T1W1,8.398E-04,1
A0A0A7EGC4,A0A101WRB2,A0A2X1YG14,B4DYP6,8.711E-01,1
A0A0A7EGC4,A0A101WRB2,A0A2X1YG14,F8WDT8,8.711E-01,1
A0A0A7EGC4,A0A101WRB2,A0A352VW23,X6RI15,4.994E-09,1
A0A0A7EGC4,A0A101WRB2,A0A380FBZ1,Q69YV6,8.715E-06,1
A0A0A7EGC4,A0A101WRB2,A0A397HJG2,A0A0A0MRP6,1.416E-13,1
A0A0A7EGC4,A0A101WRB2,A0A397HJG2,B4DZC0,1.416E-13,1
A0A0A7EGC4,A0A101WRB2,A0A397HJG2,B7ZAX9,1.416E-13,1
A0A0A7EGC4,A0A101WRB2,A0A397HJG2,B7ZLQ5,1.416E-13,1
A0A0A7EGC4,A0A101WRB2,A0A397HJG2,D7EZH4,1.416E-13,1
A0A0A7EGC4,A0A101WRB2,A0A397HJG2,O60264,1.416E-13,1
A0A0A7EGC4,A0A101WRB2,A0A397HJG2,P28370,1.416E-13,1
A0A0A7EGC4,A0A101WRB2,A0A397HJG2,Q86UA8,1.416E-13,1
A0A0A7EGC4,A0A101WRB2,A0A3M1R9I1,F8VRX4,2.504E-03,1
A0A0A7EGC4,A0A101WRB2,A0A3M1R9I1,J3KS25,2.504E-03,1
A0A0A7EGC4,A0A101WRB2,A0A3M1R9I1,J3QLN6,2.504E-03,1
A0A0A7EGC4,A0A101WRB2,A0A3M2G291,A0A126LB10,9.081E-01,2
A0A0A7EGC4,A0A101WRB2,A0A422PF95,A0A024R8W0,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,A0A0U4B4U6,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,A8K088,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,A8K7F6,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,B2R858,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,B4DHI6,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,B4DS24,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,F6QDS0,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,H3BQK0,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,I3L0H8,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,I3L3H2,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,J3QL17,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,P26196,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,P38919,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,P60842,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,Q14240,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,Q2NL95,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,Q53G16,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,Q7Z4W5,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,Q9HBZ9,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,Q9NUU7,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A422PF95,Q9UMR2,2.707E-07,1
A0A0A7EGC4,A0A101WRB2,A0A453NBJ6,A0A2R8Y4R6,3.418E-09,1
A0A0A7EGC4,A0A101WRB2,A0A453PNH0,Q6I7N8,3.570E-11,1
A0A0A7EGC4,A0A101WRB2,A0A486R853,B3KVX2,6.387E-03,2
A0A0A7EGC4,A0A101WRB2,A0A4W4FY36,B4DLX7,1.144E-05,2
A0A0A7EGC4,A0A101WRB2,A0A4W5N4R5,A0A2R8Y7T2,5.941E-09,1
A0A0A7EGC4,A0A101WRB2,A0A4W5N4R5,A0A2R8YDT5,5.941E-09,1
A0A0A7EGC4,A0A101WRB2,A0A4W5N4R5,B4DN41,5.941E-09,1
A0A0A7EGC4,A0A101WRB2,A0A4W5N4R5,B5BUE6,5.941E-09,1
A0A0A7EGC4,A0A101WRB2,A0A4W5N4R5,J3KTA4,5.941E-09,1
A0A0A7EGC4,A0A101WRB2,A0A4W5N4R5,P17844,5.941E-09,1
A0A0A7EGC4,A0A101WRB2,A0A4W5N4R5,Q9H4E3,5.941E-09,2
A0A0A7EGC4,A0A101WRB2,A0A4Y7SJQ6,B4DR88,7.662E-03,2
A0A0A7EGC4,A0A101WRB2,A0A523LUS4,A0A024R8S8,3.493E-09,1
A0A0A7EGC4,A0A101WRB2,A0A523LUS4,B3KM65,3.493E-09,1
A0A0A7EGC4,A0A101WRB2,A0A523LUS4,B3KQK2,3.493E-09,1
A0A0A7EGC4,A0A101WRB2,A0A523LUS4,J3KTQ2,3.493E-09,1
A0A0A7EGC4,A0A101WRB2,A0A5B0Q3W7,B4DLC6,8.838E-09,2
A0A0A7EGC4,A0A101WRB2,A0A5B0RB57,A0A494C0F0,6.639E-10,2
A0A0A7EGC4,A0A101WRB2,A0A5N6TKB2,B4DK35,6.488E-29,1
A0A0A7EGC4,A0A101WRB2,A0A673JB82,Q9NZE6,8.768E-07,1
A0A0A7EGC4,A0A101WRB2,A0A6A3CZD7,J3KTB5,9.236E-04,1
A0A0A7EGC4,A0A101WRB2,A0A6A3CZD7,J3QL43,9.236E-04,1
A0A0A7EGC4,A0A101WRB2,A0A6A4WFL0,H7C5K0,6.437E-13,1
A0A0A7EGC4,A0A101WRB2,A0A6G3I4W6,A0A087WTM4,2.885E-19,1
A0A0A7EGC4,A0A101WRB2,A0A6G3I4W6,A0A2R8YCY3,2.885E-19,1
A0A0A7EGC4,A0A101WRB2,A0A6G3I4W6,A0A2R8YFV8,2.885E-19,3
A0A0A7EGC4,A0A101WRB2,A0A6G3I4W6,A0A494C0J6,2.885E-19,1
A0A0A7EGC4,A0A101WRB2,A0A6J0WCR8,B7Z611,8.394E-10,3
A0A0A7EGC4,A0A101WRB2,A0A6J0WCR8,Q8IYB8,8.394E-10,1
A0A0A7EGC4,A0A101WRB2,A0A6J3H4K3,A0A0A0MRH8,1.443E-09,1
A0A0A7EGC4,A0A101WRB2,A0A6P7WFC8,B3KV92,1.522E-05,1
A0A0A7EGC4,A0A101WRB2,A0A6P7WFC8,B3KWY1,1.522E-05,1
A0A0A7EGC4,A0A101WRB2,A0A6P8QA92,A0A590UJ12,1.182E-31,2
A0A0A7EGC4,A0A101WRB2,A0A6P8QA92,A0A590UJA1,1.182E-31,1
A0A0A7EGC4,A0A101WRB2,A0A6P8QA92,A0A590UJK0,1.182E-31,1
A0A0A7EGC4,A0A101WRB2,A0A6P8QA92,A0A5F9UKL4,1.182E-31,1
A0A0A7EGC4,A0A101WRB2,A0A6P8QA92,A0A804HL79,1.182E-31,1
A0A0A7EGC4,A0A101WRB2,A0A7J8BD46,A0A494C179,8.847E-04,2
A0A0A7EGC4,A0A101WRB2,A0A7K2WXT5,A0A0D9SEP7,6.431E-24,1
A0A0A7EGC4,A0A101WRB2,A0A7X7C2C1,Q69YT6,6.287E-04,1
A0A0A7EGC4,A0A101WRB2,A0A7Y2U7D2,B7Z8C1,1.658E-02,3
A0A0A7EGC4,A0A101WRB2,A0A803N474,Q9NW36,2.449E-08,2
A0A0A7EGC4,A0A101WRB2,A0A811SFR3,A0A140TA18,3.027E-02,1
A0A0A7EGC4,A0A101WRB2,A0A811SFR3,B4DIZ8,3.027E-02,1
A0A0A7EGC4,A0A101WRB2,A0A811SFR3,F6UJC5,3.027E-02,1
A0A0A7EGC4,A0A101WRB2,A0A812TUU2,Q9Y2G9,2.382E-08,1
A0A0A7EGC4,A0A101WRB2,A0A812ZKZ2,A0A1W2PP16,3.128E-11,1
A0A0A7EGC4,A0A101WRB2,A0A812ZKZ2,O75435,3.128E-11,1
A0A0A7EGC4,A0A101WRB2,A0A813LL98,Q96NL0,5.523E-07,1
A0A0A7EGC4,A0A101WRB2,A0A817N800,Q9UHL0,1.282E-08,2
A0A0A7EGC4,A0A101WRB2,A0A820PGE5,A0A1W1GSL6,3.910E-07,2
A0A0A7EGC4,A0A101WRB2,A0A820PGE5,A0A1W1GSP5,3.910E-07,1
A0A0A7EGC4,A0A101WRB2,A0A820PGE5,A0A804HIY2,3.910E-07,1
