defense_system_protein_id,defense_system_cluster_id,cluster_id,protein_id,evalue,cluFlag
A0A3G3GXX0,A0A371D7X5,H2YAV0,Q8N5U0,8.774E-03,1
A0A515A5B6,A0A2V2RJT9,A0A6I4AZW5,E6Y8C6,2.216E-04,1
A0A515A5B6,A0A2V2RJT9,A0A6I4AZW5,P14222,2.216E-04,1
A0A515A5B6,A0A2V2RJT9,A0A811ZZM7,A0A024RA58,2.422E-05,1
A0A515A5B6,A0A2V2RJT9,A0A811ZZM7,A0A2R8Y5J4,2.422E-05,1
A0A515A5B6,A0A2V2RJT9,A0A811ZZM7,A4FTY0,2.422E-05,1
A0A515A5B6,A0A2V2RJT9,A0A811ZZM7,A8K410,2.422E-05,1
A0A515A5B6,A0A2V2RJT9,A0A811ZZM7,G3V1A6,2.422E-05,1
A0A515A5B6,A0A2V2RJT9,A0A811ZZM7,O60443,2.422E-05,1
A0A515A5B6,A0A2V2RJT9,A0A811ZZM7,P57764,2.422E-05,1
A0A515A5B6,A0A2V2RJT9,A0A811ZZM7,Q9BYG8,2.422E-05,1
A0A515A5B6,A0A2V2RJT9,H2YAV0,Q8N5U0,1.086E-03,1
A0A5B9FUL3,A0A371D7X5,A0A6I4AZW5,E6Y8C6,9.995E-02,1
A0A5B9FUL3,A0A371D7X5,A0A6I4AZW5,P14222,9.995E-02,1
A0A5B9FUL3,A0A371D7X5,H2YAV0,Q8N5U0,8.774E-03,1
A0A7C2KPM7,A0A178BUB5,A0A6I4AZW5,E6Y8C6,8.667E-03,1
A0A7C2KPM7,A0A178BUB5,A0A6I4AZW5,P14222,8.667E-03,1
A0A7G5GRK1,A0A2V2RJT9,A0A6I4AZW5,E6Y8C6,2.216E-04,1
A0A7G5GRK1,A0A2V2RJT9,A0A6I4AZW5,P14222,2.216E-04,1
A0A7G5GRK1,A0A2V2RJT9,A0A811ZZM7,A0A024RA58,2.422E-05,1
A0A7G5GRK1,A0A2V2RJT9,A0A811ZZM7,A0A2R8Y5J4,2.422E-05,1
A0A7G5GRK1,A0A2V2RJT9,A0A811ZZM7,A4FTY0,2.422E-05,1
A0A7G5GRK1,A0A2V2RJT9,A0A811ZZM7,A8K410,2.422E-05,1
A0A7G5GRK1,A0A2V2RJT9,A0A811ZZM7,G3V1A6,2.422E-05,1
A0A7G5GRK1,A0A2V2RJT9,A0A811ZZM7,O60443,2.422E-05,1
A0A7G5GRK1,A0A2V2RJT9,A0A811ZZM7,P57764,2.422E-05,1
A0A7G5GRK1,A0A2V2RJT9,A0A811ZZM7,Q9BYG8,2.422E-05,1
A0A7G5GRK1,A0A2V2RJT9,H2YAV0,Q8N5U0,1.086E-03,1
A0A7L8UDG4,A0A371D7X5,A0A6I4AZW5,E6Y8C6,9.995E-02,1
A0A7L8UDG4,A0A371D7X5,A0A6I4AZW5,P14222,9.995E-02,1
A0A7L8UDG4,A0A371D7X5,H2YAV0,Q8N5U0,8.774E-03,1
A0A8T8CUN7,,,,,
A0A915UF06,,,,,
A0AA42WQ71,,,,,
A0AAJ2VXD1,,,,,
A5FIW4,A0A371D7X5,A0A6I4AZW5,E6Y8C6,9.995E-02,1
A5FIW4,A0A371D7X5,A0A6I4AZW5,P14222,9.995E-02,1
A5FIW4,A0A371D7X5,H2YAV0,Q8N5U0,8.774E-03,1
A9WH26,A0A178BUB5,A0A6I4AZW5,E6Y8C6,8.667E-03,1
A9WH26,A0A178BUB5,A0A6I4AZW5,P14222,8.667E-03,1
B8GD97,A0A178BUB5,A0A6I4AZW5,E6Y8C6,8.667E-03,1
B8GD97,A0A178BUB5,A0A6I4AZW5,P14222,8.667E-03,1
E0UM01,A0A1W9T3G5,A0A6I4AZW5,E6Y8C6,1.552E-02,1
E0UM01,A0A1W9T3G5,A0A6I4AZW5,P14222,1.552E-02,1
I0H899,A0A2N2MYY3,A0A1S3WF49,K7EJJ1,1.202E-01,1
I0H899,A0A2N2MYY3,A0A3B4WVX2,A0A2R8Y564,1.921E-03,3
I0H899,A0A2N2MYY3,A0A3B4WVX2,E9PIB2,1.921E-03,1
I0H899,A0A2N2MYY3,H2YAV0,Q8N5U0,5.634E-02,1
U5QNR8,U5QNR8,,,,
